,ticker,as_of_date,-1m,-2m,-3m,0m,52w_change,PE,current_earning_avg,current_earning_d,current_earning_high,current_earning_low,current_price,current_ratio,current_revenue_avg,current_revenue_high,current_revenue_low,earningQtr_growth,free_cf,fwd_pe,pegRatio,priceToBook,profit_margin,tgt_high_price,tgt_low_price,tgt_median_price,trailingEps,growthPotential
79,DISCK,4/28/20,0%,0%,0%,0%,-28%,8.6,0.8,5/6/20,0.9,0.8,21.3,1.6,"$2,741,470,000 ","$2,771,000,000 ","$2,704,000,000 ",77%,"$5,539,874,816 ",5.8,0.8,1.5,19%,33,18,32,2.5,50%
80,KEY,4/28/20,50%,50%,62%,64%,-34%,8.7,0.1,7/21/20,0.4,-0.7,11.8,,"$1,573,150,000 ","$1,645,000,000 ","$1,538,700,000 ",-64%,,8.6,-1.8,0.7,26%,16,10,13,1.4,10%
81,LUV,4/28/20,11%,15%,67%,84%,-46%,7,-0.4,7/23/20,0.6,-1.1,29.7,0.7,"$4,424,610,000 ","$5,072,000,000 ","$4,133,780,000 ",-22%,"$1,953,250,048 ",9.5,-5.3,1.6,10%,55,34,43,4.3,45%
82,MTB,4/28/20,25%,25%,17%,18%,-35%,9,1.7,7/16/20,2.7,-1,111.8,,"$1,473,070,000 ","$1,515,000,000 ","$1,412,000,000 ",-44%,,10.7,-0.9,1.0,30%,159,93.1,119.5,12.4,7%
83,RJF,4/28/20,44%,60%,29%,43%,-28%,9.2,1.5,4/29/20,1.6,0.9,68.2,4.6,"$2,013,720,000 ","$2,058,400,000 ","$1,981,080,000 ",8%,,12.5,-1.4,1.4,13%,84,53,65.8,7.4,-4%
84,DOW,4/28/20,48%,38%,80%,0%,-39%,-19.5,0.6,4/30/20,0.8,0.4,35.9,1.6,"$9,650,900,000 ","$10,313,900,000 ","$8,531,000,000 ",,"$19,239,874,560 ",13.4,-18.3,2.0,-3%,49,31,38,-1.8,6%
85,RL,4/28/20,53%,53%,5%,10%,-43%,9.3,0,5/27/20,0.7,-1.1,78.5,1.9,"$1,291,220,000 ","$1,449,000,000 ","$1,087,700,000 ",178%,"$562,337,472 ",13.5,6.1,1.9,10%,180,65,87.5,8.5,12%
86,GPS,4/28/20,0%,0%,14%,19%,-70%,9.3,-0.4,5/28/20,0.2,-1,8.6,1.4,"$2,587,960,000 ","$3,620,770,000 ","$1,881,000,000 ",,"$246,000,000 ",6.0,-0.7,1.0,2%,18,5,10,0.9,16%
87,HST,4/28/20,36%,41%,35%,33%,-40%,9.3,0.1,5/7/20,0.3,0,11.7,6.2,"$1,151,910,000 ","$1,366,000,000 ","$868,000,000 ",-74%,"$1,316,999,936 ",41.8,,1.1,17%,18,8,13.5,1.3,15%
88,HBAN,4/28/20,24%,14%,54%,58%,-36%,9.3,0.1,10/21/19,0.2,-0.3,9.1,,"$1,116,790,000 ","$1,156,000,000 ","$1,088,700,000 ",-87%,,9.5,4.0,0.9,27%,12,7,9.5,1,4%
89,MGM,4/28/20,42%,50%,50%,76%,-43%,4.1,-0.4,4/30/20,0.2,-0.8,15.8,1.3,,,,,"$559,001,984 ",54.5,0.6,1.0,16%,41,10,22,3.9,39%
90,OMC,4/28/20,15%,15%,12%,25%,-32%,9.3,1.1,7/15/20,1.3,1,56.5,0.9,"$3,357,420,000 ","$3,481,730,000 ","$3,190,490,000 ",4%,"$1,476,749,952 ",9.4,7.3,4.3,9%,78,44,57.5,6.1,2%
91,BIIB,4/28/20,33%,31%,63%,66%,32%,9.4,8,7/21/20,8.9,6.9,305.2,1.7,"$3,435,050,000 ","$3,643,000,000 ","$3,100,000,000 ",-1%,"$5,446,750,208 ",9.3,5.1,4.1,41%,410,218,311,32.4,2%
92,DISH,4/28/20,50%,40%,38%,48%,-31%,9.4,0.6,5/1/20,0.7,0.5,24.5,0.9,"$3,149,370,000 ","$3,294,470,000 ","$3,092,220,000 ",16%,"$215,040,128 ",13.2,-0.8,1.1,11%,88,15,35.9,2.6,47%
93,FOX,4/28/20,100%,100%,67%,67%,-32%,9.4,,,,,27,3.5,,,,3650%,"$1,335,750,016 ",11.5,2.7,1.6,15%,51.5,51.5,51.5,2.9,91%
94,GE,4/28/20,55%,55%,56%,41%,-37%,-10.9,0.1,4/29/20,0.2,0.1,6.8,1.6,"$20,228,000,000 ","$21,653,000,000 ","$18,548,000,000 ",-4%,"$35,044,126,720 ",11.9,4.7,2.1,-5%,15,5.5,9,-0.6,32%
95,USB,4/28/20,25%,17%,23%,21%,-33%,9.4,0.4,7/15/20,0.8,-0.8,36.7,,"$5,484,450,000 ","$5,810,000,000 ","$5,177,200,000 ",-31%,,11.6,8.5,1.2,31%,59,31.9,40,3.9,9%
96,DISCA,4/28/20,50%,50%,16%,17%,-26%,9.5,0.8,8/5/19,1,0.8,23.4,1.6,"$2,725,680,000 ","$2,795,500,000 ","$2,599,740,000 ",77%,"$5,539,874,816 ",6.7,0.6,1.6,19%,38,15,27,2.5,15%
97,FOXA,4/28/20,46%,46%,58%,54%,-32%,9.5,0.7,5/6/20,0.8,0.6,27.1,3.5,"$3,338,390,000 ","$3,500,000,000 ","$3,216,870,000 ",3650%,"$1,335,750,016 ",11.2,-2.3,1.6,15%,48,20,30.5,2.9,12%
98,EOG,4/28/20,75%,91%,76%,60%,-54%,9.5,0.7,5/7/20,1.1,0.4,45,1.2,"$3,977,540,000 ","$4,538,000,000 ","$3,684,000,000 ",-29%,"$649,123,136 ",49.4,-10.7,1.2,16%,80,41,52.5,4.7,17%
99,COP,4/28/20,88%,85%,73%,71%,-41%,6,0.2,4/30/20,0.7,-0.2,38.5,2.4,"$6,303,350,000 ","$6,711,200,000 ","$5,330,180,000 ",-62%,"$2,380,624,896 ",80.2,25.3,1.2,22%,75,33,43.5,6.4,13%
100,LYV,4/28/20,75%,81%,83%,83%,-36%,"-1,897.40",-0.7,5/7/20,-0.4,-1.1,43.6,1.0,"$1,446,330,000 ","$1,634,100,000 ","$1,375,000,000 ",,"$362,742,368 ",-396.7,-0.1,8.1,1%,85,32,52.5,0,20%
101,IPG,4/28/20,33%,33%,65%,63%,-32%,9.7,0.2,7/21/20,0.3,0.2,16.6,1.0,"$1,711,370,000 ","$1,800,000,000 ","$1,602,050,000 ",,"$1,037,249,984 ",10.1,-58.3,2.5,8%,27,13,18,1.7,9%
102,ZION,4/28/20,30%,30%,50%,50%,-38%,9.8,0.5,10/21/19,0.9,-0.5,31.3,,"$695,120,000 ","$791,700,000 ","$659,000,000 ",-93%,,10.0,-0.5,0.7,24%,41,25,33,3.2,5%
103,NUE,4/28/20,58%,62%,67%,57%,-29%,9.8,1,7/16/20,1,0.7,40.5,3.3,"$5,378,020,000 ","$5,550,700,000 ","$5,270,710,000 ",-83%,"$917,436,352 ",14.5,5.0,1.2,6%,56,34,45,4.1,11%
104,PNC,4/28/20,38%,33%,47%,41%,-23%,9.9,1,7/15/20,2.3,-2.1,106,,"$4,167,600,000 ","$4,330,000,000 ","$4,001,000,000 ",-28%,,12.2,-2.7,0.9,30%,140,87,107.5,10.8,1%
105,VLO,4/28/20,85%,85%,63%,43%,-39%,9.9,-0.2,4/29/20, -   ,-0.4,57.9,1.4,"$18,664,900,000 ","$24,409,000,000 ","$9,807,540,000 ",11%,"$2,575,375,104 ",13.9,-11.0,1.1,2%,110,52,65,5.8,12%
106,WRK,4/28/20,54%,54%,75%,65%,-21%,9.9,0.6,5/5/20,0.7,0.6,32.9,1.4,"$4,473,400,000 ","$4,610,230,000 ","$4,224,000,000 ",0%,"$1,026,550,016 ",11.5,-5.3,0.7,5%,59,27,42,3.3,28%
107,NTAP,4/28/20,21%,23%,34%,48%,-41%,9.9,1.2,5/20/20,1.4,0.6,42.3,1.2,"$1,448,810,000 ","$1,550,000,000 ","$1,250,000,000 ",11%,"$805,124,992 ",10.2,1.8,33.3,18%,85,32,56,4.3,32%
108,FDX,4/28/20,50%,50%,81%,75%,-33%,-95.3,2.2,6/23/20,3.2,0.7,127.7,1.2,"$16,638,000,000 ","$17,457,000,000 ","$14,622,700,000 ",-57%,"($2,939,124,992)",12.7,10.6,1.8,-1%,360,80,137.5,-1.3,8%
109,PSX,4/28/20,80%,70%,32%,42%,-33%,9.9,0.6,5/1/20,0.8,0.2,67.3,1.2,"$19,632,100,000 ","$24,970,000,000 ","$11,165,200,000 ",-67%,"($1,421,124,992)",10.4,17.6,1.2,3%,124,66,75,6.8,11%
110,HES,4/28/20,52%,44%,48%,43%,-33%,-32.3,-0.6,5/7/20,-0.3,-0.9,44.3,1.3,"$1,398,870,000 ","$1,609,000,000 ","$942,360,000 ",,"($153,500,000)",-14.3,0.7,1.5,-6%,75,34,46,-1.4,4%
111,OKE,4/28/20,64%,56%,31%,25%,-58%,9.9,0.8,7/28/20,0.9,0.7,30.5,0.7,"$2,982,320,000 ","$3,472,550,000 ","$2,273,340,000 ",9%,"($2,409,619,456)",9.0,2.1,2.0,13%,80,24,40,3.1,31%
112,WFC,4/28/20,11%,11%,40%,39%,-41%,10,0.2,7/14/20,0.7,-0.6,28.9,,"$18,528,600,000 ","$19,298,000,000 ","$17,672,000,000 ",-89%,,10.0,4.9,0.7,19%,65,21,32,2.9,11%
113,MHK,4/28/20,44%,44%,81%,77%,-39%,1.8,1.7,5/4/20,2,1.5,87.5,1.6,"$2,285,540,000 ","$2,389,500,000 ","$2,104,000,000 ",15%,"$852,231,872 ",10.4,-13.0,0.8,7%,140,73,87,49.9,-1%
114,DHI,4/28/20,61%,61%,62%,61%,-5%,10,1.1,4/28/20,1.2,1,46.9,4.7,"$4,423,600,000 ","$4,656,700,000 ","$4,107,900,000 ",50%,"$924,362,496 ",10.2,1.0,1.7,10%,69,37,48,4.7,2%
115,PBCT,4/28/20,8%,8%,0%,0%,-29%,10,0.2,7/17/19,0.4,0.1,12.7,,"$516,380,000 ","$561,300,000 ","$473,560,000 ",14%,,11.4,0.9,0.7,29%,17,9.5,12.5,1.3,-2%
116,GS,4/28/20,60%,62%,39%,37%,-11%,10.1,2.9,7/15/20,4.5,1.2,187,2.5,"$8,341,270,000 ","$9,287,000,000 ","$7,084,100,000 ",-46%,,8.7,2.5,0.8,21%,282,160,210.5,18.5,13%
117,WMB,4/28/20,64%,68%,80%,74%,-35%,27.1,0.3,5/4/20,0.3,0.2,18.9,0.4,"$2,111,620,000 ","$2,229,550,000 ","$1,977,440,000 ",,"$448,750,016 ",17.8,2.7,1.7,10%,27,16,21.5,0.7,14%
118,CPB,4/28/20,12%,13%,12%,12%,32%,10.6,0.7,6/3/20,0.9,0.6,51,0.6,"$2,125,800,000 ","$2,492,000,000 ","$1,900,000,000 ",,"$790,000,000 ",18.4,6.8,6.2,18%,59,41,51,4.8,0%
119,JPM,4/28/20,38%,30%,48%,46%,-18%,10.7,0.9,7/14/20,2,-0.2,95.3,,"$27,340,100,000 ","$29,655,000,000 ","$25,985,000,000 ",-69%,,10.9,3.9,1.3,29%,144,77,103,8.9,8%
120,CAT,4/28/20,50%,46%,41%,46%,-17%,10.8,1.7,4/28/20,2.2,1.4,115.5,1.5,"$10,915,900,000 ","$12,300,000,000 ","$9,354,960,000 ",5%,"$2,800,499,968 ",15.7,-8.2,4.4,11%,148,80,130,10.7,13%
121,LVS,4/28/20,58%,53%,59%,71%,-31%,16.9,-0.3,7/22/20,0.8,-1,46.6,1.4,"$1,530,050,000 ","$3,445,900,000 ","$361,000,000 ",,"$1,017,124,992 ",19.2,12.3,7.9,18%,82,49,61,2.8,31%
122,STT,4/28/20,50%,58%,38%,35%,-9%,10.8,1.4,7/17/20,1.6,1.2,62.8,,"$2,798,330,000 ","$2,886,000,000 ","$2,711,000,000 ",25%,,10.9,-2.5,1.0,20%,83,58,64,5.8,2%
123,CB,4/28/20,43%,43%,79%,84%,-27%,13.8,2,4/21/20,2.8,0.7,110.4,0.3,"$7,787,380,000 ","$8,192,000,000 ","$7,463,000,000 ",-76%,,10.0,-10.4,1.0,11%,165,107,132,8,20%
124,TT,4/28/20,52%,57%,0%,0%,-30%,,0.5,5/5/20,0.6,0.4,87.6,1.3,"$2,716,250,000 ","$2,873,790,000 ","$2,509,070,000 ",17%,"$1,411,862,528 ",18.1,4.9,,9%,150,77,98,,12%
125,PPL,4/28/20,33%,38%,40%,20%,-18%,10.9,0.7,5/8/20,0.8,0.7,25.9,0.6,"$2,170,360,000 ","$2,183,990,000 ","$2,156,730,000 ",-12%,"($605,625,024)",10.5,20.6,1.5,22%,40,25,31,2.4,20%
126,HPE,4/28/20,32%,30%,40%,28%,-39%,11,0.3,5/21/20,0.4,0.2,9.8,0.8,"$6,317,000,000 ","$6,907,000,000 ","$5,307,000,000 ",88%,"$1,517,750,016 ",6.0,1.3,0.7,4%,17,7,13,0.9,33%
127,EMN,4/28/20,67%,65%,65%,61%,-25%,11.1,1.7,4/30/20,1.9,1.3,60.7,1.9,"$2,256,990,000 ","$2,399,000,000 ","$2,082,000,000 ",-24%,"$864,499,968 ",8.4,1.4,1.4,8%,83,48,66.5,5.5,10%
128,L,4/28/20,0%,0%,25%,25%,-37%,11.1,,5/4/20,,,34.1,0.5,,,,,"$517,249,984 ",,,0.5,6%,52,52,52,3.1,52%
129,CBRE,4/28/20,67%,67%,70%,0%,-21%,11.1,0.7,5/7/20,0.8,0.6,41.9,1.2,"$5,398,140,000 ","$5,512,000,000 ","$5,205,220,000 ",62%,"$1,321,615,232 ",11.3,1.2,2.2,5%,63,50,54,3.8,29%
130,CMI,4/28/20,36%,36%,23%,29%,-9%,11.1,2.2,4/28/20,2.6,1.4,161.1,1.5,"$4,880,910,000 ","$5,183,000,000 ","$4,302,920,000 ",-48%,"$1,701,874,944 ",16.1,-3.8,3.2,10%,195,117,160,14.5,-1%
131,FCX,4/28/20,55%,57%,23%,30%,-28%,-16.9,-0.1,7/22/20,0.1,-0.3,8.9,2.3,"$2,534,890,000 ","$3,050,000,000 ","$1,742,140,000 ",,"($1,283,374,976)",9.0,-0.2,1.5,-6%,19,8.6,11.5,-0.5,29%
132,TRV,4/28/20,14%,14%,19%,27%,-28%,11.3,1.4,7/21/20,2.8,-2.9,104.3,0.4,"$7,287,700,000 ","$7,662,000,000 ","$6,856,000,000 ",-25%,"$9,556,875,264 ",9.9,4.9,1.0,8%,125,93,115,9.3,10%
133,TSN,4/28/20,85%,79%,64%,69%,-20%,11.3,1,5/4/20,1.3,0.8,62.8,1.3,"$10,847,100,000 ","$11,301,700,000 ","$9,975,000,000 ",1%,"$644,374,976 ",9.3,1.0,1.6,5%,100,57,85,5.5,35%
134,PCAR,4/28/20,27%,27%,38%,35%,-4%,11.4,0.4,7/21/20,1.1,0.1,69.2,1.3,"$2,905,310,000 ","$4,177,000,000 ","$1,806,000,000 ",-43%,"$14,211,462,144 ",15.7,-4.1,2.5,9%,85,55,74,6.1,7%
135,RTX,4/28/20,80%,80%,0%,0%,-27%,,,,,,65.4,1.1,,,,67%,"$7,235,500,032 ",15.2,2.2,,7%,101,58,76,,16%
136,INTC,4/28/20,32%,30%,33%,56%,17%,11.4,1.1,7/23/20,1.2,1,58.8,1.7,"$18,468,600,000 ","$18,733,700,000 ","$16,950,000,000 ",43%,"$13,540,750,336 ",12.1,1.4,3.3,30%,85,45,61,5.2,4%
137,WBA,4/28/20,0%,0%,17%,63%,-17%,11.5,1.2,6/25/20,1.5,0.7,44.7,0.7,"$34,567,400,000 ","$35,967,400,000 ","$32,191,000,000 ",-18%,"$4,017,374,976 ",7.5,4.0,1.7,3%,55,41,47.5,3.9,6%
138,MO,4/28/20,60%,53%,47%,57%,-27%,-58.2,1,4/30/20,1.1,0.9,40.7,0.6,"$4,610,500,000 ","$4,760,500,000 ","$4,511,000,000 ",,"$6,033,124,864 ",8.9,2.6,12.2,-7%,68,30,49.5,-0.7,22%
139,TFC,4/28/20,50%,45%,0%,0%,-27%,,0.7,7/16/20,1,-0.4,37.5,,"$5,517,310,000 ","$5,629,000,000 ","$5,409,000,000 ",34%,,10.0,2.3,,25%,50,26,41,,9%
140,IP,4/28/20,21%,21%,56%,56%,-30%,11.6,0.4,4/30/20,0.5,0.3,35.8,0.8,"$5,273,190,000 ","$5,463,600,000 ","$5,068,000,000 ",-48%,"$5,779,874,816 ",17.0,5.2,1.8,5%,53,27,38,3.1,6%
141,EXC,4/28/20,78%,74%,71%,82%,-26%,12.6,0.9,5/8/20,0.9,0.8,37.8,0.8,"$8,800,490,000 ","$9,814,520,000 ","$6,784,170,000 ",425%,"($771,124,992)",12.7,-5.1,1.1,9%,59,37,49,3,29%
142,SNA,4/28/20,38%,38%,78%,78%,-26%,10.8,1.8,7/16/20,2.4,1.4,126.4,2.5,"$718,370,000 ","$817,600,000 ","$617,500,000 ",-23%,"$524,662,496 ",11.6,1.2,2.1,16%,162.5,118,135,11.7,7%
143,AIV,4/28/20,31%,31%,35%,31%,-26%,11.8,0.1,5/7/20,0.1,0,37.2,1.0,"$230,850,000 ","$232,560,000 ","$228,830,000 ",1703%,"$17,747,624 ",132.9,24.5,3.1,52%,61,35,41,3.2,10%
144,HSIC,4/28/20,28%,24%,24%,56%,-14%,11.9,0.8,5/5/20,0.9,0.5,55.3,1.6,"$2,330,940,000 ","$2,507,370,000 ","$2,003,000,000 ",148%,"$1,158,038,784 ",15.0,2.7,2.6,7%,102,52,59,4.7,7%
145,NTRS,4/28/20,24%,22%,45%,32%,-19%,11.9,1.3,10/15/19,1.6,1.1,80.1,,"$1,452,430,000 ","$1,490,300,000 ","$1,401,000,000 ",4%,,14.5,6.1,1.7,25%,95,65,80,6.7,0%
146,GL,4/28/20,38%,38%,0%,0%,-6%,12.2,1.7,7/22/20,1.8,1.6,83.1,,"$1,155,660,000 ","$1,168,480,000 ","$1,148,360,000 ",-11%,,11.3,1.7,1.2,16%,100,72,83,6.8,0%
147,COF,4/28/20,62%,62%,58%,54%,-36%,12.3,0,7/16/20,3.8,-10.9,63.8,,"$6,855,120,000 ","$7,307,000,000 ","$6,438,000,000 ",,,7.4,10.1,0.6,15%,114,53,73.5,5.2,15%
148,RHI,4/28/20,23%,23%,42%,33%,-27%,12.3,0.4,7/21/20,0.7,0.1,46.3,,"$1,126,180,000 ","$1,214,240,000 ","$1,025,740,000 ",-18%,,9.1,7.1,4.6,7%,60,32,45,3.8,-3%
149,LKQ,4/28/20,92%,85%,93%,93%,-24%,13.8,0.5,4/30/20,0.6,0.4,24,2.2,"$3,022,170,000 ","$3,126,000,000 ","$2,918,000,000 ",289%,"$687,672,768 ",9.9,0.3,1.5,4%,43,27,34,1.7,42%
150,CVS,4/28/20,67%,67%,63%,63%,17%,12.4,1.6,4/29/20,1.8,1.5,63.2,0.9,"$64,058,900,000 ","$66,326,000,000 ","$62,234,000,000 ",,"$10,174,374,912 ",8.4,1.6,1.3,3%,109,62,79,5.1,25%
151,SLG,4/28/20,50%,50%,53%,47%,-46%,12.4,0.2,7/15/20,0.4,0.1,50.3,4.9,"$218,520,000 ","$237,180,000 ","$189,500,000 ",141%,,35.9,-4.3,0.8,29%,105,44,58,4,15%
152,IBM,4/28/20,25%,24%,22%,28%,-10%,12.5,2.1,7/20/20,3.1,1.5,126.3,1.0,"$17,650,100,000 ","$18,202,000,000 ","$15,858,000,000 ",-26%,"$16,974,125,056 ",10.1,2.9,5.6,12%,150,90,125,10.1,-1%
153,SIVB,4/28/20,62%,62%,79%,79%,-23%,10.3,3.3,1/23/20,5,1.4,193.3,,"$749,050,000 ","$821,300,000 ","$664,830,000 ",-53%,,12.4,1.8,1.5,32%,275,140,199,18.8,3%
154,CF,4/28/20,50%,40%,39%,35%,-37%,12.6,0.3,5/6/20,0.4,0.1,28,1.5,"$925,830,000 ","$989,000,000 ","$875,000,000 ",12%,"$710,875,008 ",13.4,-4.8,2.1,11%,51,30,35.5,2.2,27%
155,COG,4/28/20,64%,52%,43%,67%,-19%,12.6,0.1,4/30/20,0.2,0.1,20.5,1.7,"$384,630,000 ","$447,600,000 ","$349,900,000 ",-47%,"$293,328,992 ",15.4,1.3,3.8,34%,25,13,21,1.6,2%
156,KIM,4/28/20,9%,9%,43%,38%,-47%,12.7,0.2,5/8/20,0.2,0.1,10.2,1.1,"$284,440,000 ","$293,910,000 ","$271,660,000 ",24%,"$422,507,136 ",14.9,3.2,0.9,35%,22,7.5,12,0.8,18%
157,ALB,4/28/20,35%,39%,50%,40%,-17%,12.8,0.8,5/6/20,1.1,0.7,64.3,1.6,"$763,500,000 ","$800,000,000 ","$726,460,000 ",-30%,"($20,226,624)",12.3,0.9,1.7,15%,116,35.2,68,5,6%
158,UHS,4/28/20,59%,59%,67%,69%,-17%,12.9,2,7/23/20,2.9,0.5,105.4,1.1,"$2,768,590,000 ","$3,017,890,000 ","$2,339,950,000 ",-39%,"$609,406,848 ",9.3,0.9,1.7,6%,167,98,145,8.2,38%
159,BKNG,4/28/20,39%,39%,0%,0%,-24%,12.9,6.1,5/7/20,10,-2.9,"1,439.30",1.8,"$2,306,270,000 ","$2,747,000,000 ","$1,615,680,000 ",81%,"$4,117,374,976 ",14.5,4.5,10.0,32%,"2,250.00",900,"1,630.00",111.8,13%
160,SO,4/28/20,13%,11%,20%,29%,10%,12.9,0.7,4/30/20,0.7,0.7,58.1,0.8,"$5,452,870,000 ","$5,660,070,000 ","$5,194,090,000 ",59%,"($2,499,124,992)",17.6,4.3,2.2,22%,73,49,61,4.5,5%
161,MAS,4/28/20,58%,67%,76%,68%,6%,12.9,0.4,4/29/20,0.4,0.3,41.7,1.8,"$1,518,270,000 ","$1,576,000,000 ","$1,445,100,000 ",134%,"$645,124,992 ",16.5,2.3,,14%,60,33,45,3.2,8%
162,VZ,4/28/20,30%,23%,24%,25%,1%,13.1,1.2,4/24/20,1.3,1,57.8,1.0,"$29,636,800,000 ","$31,690,000,000 ","$28,467,000,000 ",-17%,"$10,644,124,672 ",11.8,5.4,4.0,14%,70,49,60,4.4,4%
163,CNP,4/28/20,53%,47%,12%,13%,-44%,13.1,0.4,5/7/20,0.5,0.4,17.4,1.0,"$2,970,600,000 ","$3,861,860,000 ","$2,239,970,000 ",31%,"($936,249,984)",12.7,-2.1,1.3,6%,30,12,18,1.3,3%
164,NWSA,4/28/20,38%,38%,50%,45%,-24%,-31.4,0,5/7/20,0.1,0,9.8,1.4,"$2,349,320,000 ","$2,455,660,000 ","$2,258,500,000 ",-11%,"$331,500,000 ",44.6,7.3,0.6,-2%,17.4,10,13,-0.3,33%
165,TROW,4/28/20,38%,38%,20%,25%,-1%,13.1,1.8,7/22/20,2,1.6,113.9,2.6,"$1,434,130,000 ","$1,506,300,000 ","$1,373,260,000 ",55%,"$1,713,575,040 ",16.2,-5.3,3.8,38%,119,86,105,8.7,-8%
166,PFE,4/28/20,44%,47%,50%,55%,-6%,13.2,0.7,7/27/20,0.8,0.7,37.9,0.9,"$11,868,200,000 ","$12,295,000,000 ","$11,620,200,000 ",,"$18,420,500,480 ",12.3,22.3,3.3,31%,53,34,40.5,2.9,7%
167,AXP,4/28/20,50%,43%,34%,36%,-27%,13.3,0.7,7/17/20,2,-0.5,88.2,1.8,"$8,534,320,000 ","$10,443,000,000 ","$6,906,000,000 ",-76%,,12.0,3.8,3.4,15%,129,76,100,6.6,13%
168,PGR,4/28/20,53%,55%,50%,47%,6%,13.4,2,5/5/20,3.4,1.3,81.1,0.4,"$9,057,400,000 ","$10,188,000,000 ","$7,439,000,000 ",-36%,,15.1,-5.0,3.3,9%,97,75,88,6.1,8%
169,PKG,4/28/20,17%,8%,33%,31%,-9%,13.4,1.3,7/22/20,1.7,0.8,98.3,3.4,"$1,596,360,000 ","$1,715,100,000 ","$1,471,010,000 ",-33%,"$652,350,016 ",19.5,3.6,3.0,10%,120,79,90,7.3,-8%
170,XOM,4/28/20,13%,13%,31%,28%,-45%,13.4,0,5/1/20,0.4,-0.2,45,0.8,"$53,598,800,000 ","$69,940,600,000 ","$39,372,900,000 ",-5%,"$2,301,625,088 ",30.4,-21.0,1.0,6%,108,32,43,3.4,-4%
171,BAC,4/28/20,56%,54%,74%,73%,-23%,9.7,0.3,7/16/20,0.6,-0.1,23.9,,"$20,815,300,000 ","$21,362,000,000 ","$20,340,000,000 ",-45%,,10.6,3.2,0.9,30%,37,20,27,2.5,13%
172,NWS,4/28/20,,,,,-23%,-31.8,,,,,9.9,1.4,,,,-11%,"$331,500,000 ",,,0.7,-2%,,,,-0.3,-100%
173,BBY,4/28/20,34%,34%,31%,28%,0%,13.5,0.6,5/25/20,1.1,0.1,77.6,1.1,"$8,368,200,000 ","$9,249,040,000 ","$7,711,600,000 ",1%,"$1,580,125,056 ",12.6,1.9,5.7,4%,105,59,75,5.8,-3%
174,CTSH,4/28/20,25%,25%,64%,73%,-23%,17.2,0.9,5/7/20,1,0.8,56.5,2.6,"$4,219,280,000 ","$4,241,000,000 ","$4,162,000,000 ",-39%,"$2,019,624,960 ",13.8,2.1,2.8,11%,83,37,60,3.3,6%
175,LEG,4/28/20,17%,17%,50%,63%,-18%,13.7,0.3,5/4/20,0.5,0.1,33.7,1.7,"$1,092,930,000 ","$1,180,000,000 ","$984,940,000 ",64%,"$347,375,008 ",15.5,4.1,3.4,7%,35,20,30.5,2.5,-10%
176,STZ,4/28/20,63%,63%,63%,68%,-23%,"-2,700.50",2.1,6/26/20,2.6,1.6,167.4,1.5,"$2,004,450,000 ","$2,355,000,000 ","$1,535,200,000 ",-68%,"$1,245,737,472 ",17.3,2.8,2.6,0%,216,147,177.5,-0.1,6%
177,WY,4/28/20,82%,82%,55%,43%,-23%,-209.5,0.1,5/1/20,0.2,0.1,21.4,1.6,"$1,652,630,000 ","$1,708,900,000 ","$1,561,080,000 ",,"$458,124,992 ",32.4,15.3,1.9,-1%,33,22,27.3,-0.1,28%
178,CE,4/28/20,42%,42%,61%,63%,-23%,13.7,1.9,7/20/20,2.6,1.3,81.9,1.5,"$1,366,440,000 ","$1,694,000,000 ","$1,026,000,000 ",-35%,,8.1,1.8,4.0,12%,125,80,90,6,10%
179,CSCO,4/28/20,54%,54%,68%,70%,-23%,16.6,0.7,5/13/20,0.8,0.5,42.5,1.8,"$11,905,000,000 ","$12,649,000,000 ","$10,224,000,000 ",2%,"$11,277,249,536 ",13.5,2.6,5.1,21%,60,40,46,2.6,8%
180,ETFC,4/28/20,8%,62%,64%,73%,-21%,11.7,0.7,7/16/20,0.8,0.6,40.9,1.0,"$644,500,000 ","$687,330,000 ","$576,730,000 ",-38%,,16.3,-9.3,1.5,29%,55,35,39.5,3.5,-3%
181,DE,4/28/20,57%,57%,38%,32%,-16%,13.8,1.8,5/22/20,2.6,0.6,141.6,2.2,"$7,757,540,000 ","$8,437,000,000 ","$6,805,180,000 ",4%,"($383,224,992)",16.4,7.1,3.7,8%,210,116,160,10.3,13%
182,KMX,4/28/20,80%,75%,59%,41%,-4%,13.9,0.1,6/19/20,1.1,-1.3,74.1,2.4,"$2,459,400,000 ","$4,417,560,000 ","$594,860,000 ",12%,"$428,376,992 ",14.7,2.4,3.2,4%,89,58,82,5.3,11%
183,PH,4/28/20,45%,45%,48%,65%,-22%,13.9,2.2,4/30/20,2.4,1.9,146.5,1.4,"$3,566,690,000 ","$3,706,760,000 ","$3,417,000,000 ",-34%,"$1,334,361,856 ",16.9,3.4,3.0,10%,200,85,160,10.5,9%
184,SCHW,4/28/20,53%,53%,41%,74%,-20%,14.5,0.5,7/14/20,0.7,0.4,37.1,0.4,"$2,419,210,000 ","$2,699,000,000 ","$2,269,000,000 ",-18%,,20.4,-26.0,1.8,33%,47,34,38,2.6,2%
185,FLS,4/28/20,31%,23%,33%,22%,-45%,14.3,0.4,5/7/20,0.5,0.2,27.7,2.3,"$889,040,000 ","$965,030,000 ","$788,720,000 ",11%,"$278,216,640 ",15.1,1.8,2.0,6%,52,18,27.5,1.9,-1%
